,count,unique,top,freq,mean,std,min,25%,50%,75%,max
name.1_org.apache.camel.spring.xml.ScriptDefinitionParser,339,2,False,338,,,,,,,
name.1_org.apache.camel.spring.xml.StatementRouteBuilder,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.CollectionHelper,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ExchangeHelper,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ExpressionComparator,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ExpressionHelper,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ExpressionListComparator,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.FactoryFinder,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.IntrospectionSupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.LRUCache,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.NoFactoryAvailableException,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ObjectHelper,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ProducerCache,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ResolverUtil,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.ServiceHelper,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.Time,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.URISupport,339,2,False,338,,,,,,,
name.1_org.apache.camel.util.UuidGenerator,339,2,False,338,,,,,,,
name.1_org.apache.camel.view.RouteDotGenerator,339,2,False,338,,,,,,,
